Date,Open,High,Low,Close,Adj Close,Volume
2019-03-20,1300.699951,1300.699951,1300.500000,1300.500000,1300.500000,20
2019-03-21,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,2
2019-03-22,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
2019-03-24,null,null,null,null,null,null
2019-03-25,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,0
2019-03-26,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,19
2019-03-27,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,1
2019-03-28,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,206263
2019-03-29,1289.599976,1298.500000,1286.099976,1293.000000,1293.000000,87798
2019-03-31,null,null,null,null,null,null
2019-04-01,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,1265
2019-04-02,1286.300049,1290.900024,1284.500000,1290.000000,1290.000000,675
2019-04-03,1291.400024,1293.099976,1287.500000,1289.900024,1289.900024,525
2019-04-04,1290.599976,1292.599976,1279.500000,1289.000000,1289.000000,172
2019-04-05,1292.000000,1292.000000,1283.599976,1290.400024,1290.400024,269
2019-04-07,null,null,null,null,null,null
2019-04-08,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,181
2019-04-09,1298.500000,1304.900024,1298.500000,1303.500000,1303.500000,63
2019-04-10,1304.000000,1309.099976,1301.500000,1309.099976,1309.099976,30
2019-04-11,1307.000000,1307.099976,1288.599976,1288.599976,1288.599976,66
2019-04-12,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,420
2019-04-14,null,null,null,null,null,null
2019-04-15,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,607
2019-04-16,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,523
2019-04-17,1273.500000,1273.500000,1271.599976,1272.199951,1272.199951,643
2019-04-18,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,308
2019-04-21,null,null,null,null,null,null
2019-04-22,1273.500000,1273.500000,1273.500000,1273.500000,1273.500000,27
2019-04-23,1266.400024,1269.800049,1266.000000,1269.300049,1269.300049,147
2019-04-24,1268.400024,1275.500000,1267.800049,1275.500000,1275.500000,206
2019-04-25,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,518
2019-04-26,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,95
2019-04-28,null,null,null,null,null,null
2019-04-29,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,804
2019-04-30,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,568
2019-05-01,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,114
2019-05-02,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,70
2019-05-03,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,63
2019-05-05,null,null,null,null,null,null
2019-05-06,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,15
2019-05-07,1280.500000,1283.500000,1280.500000,1283.500000,1283.500000,12
2019-05-08,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,8
2019-05-09,1278.900024,1285.000000,1278.800049,1283.500000,1283.500000,5
2019-05-10,1285.400024,1286.500000,1283.300049,1285.699951,1285.699951,38
2019-05-12,null,null,null,null,null,null
2019-05-13,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,6
2019-05-14,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,56
2019-05-15,1296.900024,1296.900024,1296.000000,1296.300049,1296.300049,6
2019-05-16,1285.199951,1285.400024,1285.000000,1285.000000,1285.000000,55
2019-05-17,1280.000000,1280.000000,1274.500000,1274.500000,1274.500000,3
2019-05-19,null,null,null,null,null,null
2019-05-20,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,1
2019-05-21,1272.000000,1272.000000,1272.000000,1272.000000,1272.000000,20
2019-05-22,1273.599976,1273.599976,1273.599976,1273.599976,1273.599976,0
2019-05-23,1284.800049,1284.800049,1284.800049,1284.800049,1284.800049,0
2019-05-24,1283.000000,1283.000000,1283.000000,1283.000000,1283.000000,0
2019-05-26,null,null,null,null,null,null
2019-05-28,1276.500000,1276.500000,1276.500000,1276.500000,1276.500000,9
2019-05-29,1280.599976,1280.599976,1280.599976,1280.599976,1280.599976,0
2019-05-30,1279.400024,1288.300049,1273.900024,1287.099976,1287.099976,189694
2019-05-31,1287.699951,1306.400024,1287.500000,1305.800049,1305.800049,55573
2019-06-02,null,null,null,null,null,null
2019-06-03,1307.000000,1327.800049,1307.000000,1322.699951,1322.699951,2814
2019-06-04,1324.300049,1328.599976,1320.800049,1323.400024,1323.400024,812
2019-06-05,1328.900024,1343.300049,1326.300049,1328.300049,1328.300049,302
2019-06-06,1330.800049,1338.699951,1326.199951,1337.599976,1337.599976,622
2019-06-07,1333.099976,1347.699951,1329.800049,1341.199951,1341.199951,161
2019-06-09,null,null,null,null,null,null
2019-06-10,1335.800049,1336.500000,1324.099976,1324.699951,1324.699951,240
2019-06-11,1328.400024,1328.400024,1319.099976,1326.400024,1326.400024,268
2019-06-12,1326.900024,1334.500000,1326.900024,1331.900024,1331.900024,201
2019-06-13,1331.599976,1341.099976,1331.599976,1339.199951,1339.199951,139
2019-06-14,1345.400024,1355.400024,1339.300049,1340.099976,1340.099976,157
2019-06-16,null,null,null,null,null,null
2019-06-17,1339.000000,1340.300049,1335.000000,1338.699951,1338.699951,914
2019-06-18,1349.300049,1349.300049,1341.599976,1346.599976,1346.599976,76
2019-06-19,1344.000000,1344.599976,1344.000000,1344.599976,1344.599976,29
2019-06-20,1381.500000,1392.900024,1379.500000,1392.900024,1392.900024,129
2019-06-21,1406.000000,1406.000000,1390.300049,1396.199951,1396.199951,76
2019-06-23,null,null,null,null,null,null
2019-06-24,1406.000000,1420.599976,1402.099976,1414.300049,1414.300049,35
2019-06-25,1418.099976,1433.300049,1414.900024,1414.900024,1414.900024,125
2019-06-26,1407.199951,1413.300049,1405.800049,1411.599976,1411.599976,105
2019-06-27,1407.000000,1410.800049,1399.800049,1408.400024,1408.400024,1333
2019-06-28,1408.300049,1422.000000,1408.300049,1409.699951,1409.699951,437
2019-06-30,null,null,null,null,null,null
2019-07-01,1386.599976,1395.800049,1382.800049,1385.599976,1385.599976,356
2019-07-02,1391.099976,1418.400024,1390.800049,1404.599976,1404.599976,214
2019-07-03,null,null,null,null,null,null
2019-07-05,1418.300049,1418.300049,1390.199951,1396.699951,1396.699951,46
2019-07-07,null,null,null,null,null,null
2019-07-08,1395.900024,1397.000000,1393.599976,1397.000000,1397.000000,20
2019-07-09,1394.500000,1397.500000,1386.199951,1397.500000,1397.500000,14
2019-07-10,1409.900024,1410.099976,1409.900024,1410.099976,1410.099976,53
2019-07-11,1424.000000,1424.000000,1404.300049,1404.300049,1404.300049,50
2019-07-12,1405.599976,1410.099976,1405.599976,1409.900024,1409.900024,6
2019-07-14,null,null,null,null,null,null
2019-07-15,1414.400024,1415.000000,1411.400024,1411.400024,1411.400024,8
2019-07-16,1413.599976,1413.699951,1405.000000,1409.199951,1409.199951,25
2019-07-17,1404.599976,1421.300049,1404.599976,1421.300049,1421.300049,13
2019-07-18,1422.300049,1444.199951,1419.500000,1426.099976,1426.099976,6
2019-07-19,1440.500000,1442.000000,1425.099976,1425.099976,1425.099976,66
2019-07-21,null,null,null,null,null,null
2019-07-22,1425.300049,1425.300049,1424.000000,1425.300049,1425.300049,22
2019-07-23,1418.599976,1421.300049,1416.300049,1420.099976,1420.099976,1
2019-07-24,1422.800049,1422.800049,1422.800049,1422.800049,1422.800049,5
2019-07-25,1413.900024,1413.900024,1413.900024,1413.900024,1413.900024,20
2019-07-26,1422.800049,1423.000000,1418.500000,1418.500000,1418.500000,4
2019-07-28,null,null,null,null,null,null
2019-07-29,1419.599976,1419.599976,1419.599976,1419.599976,1419.599976,5
2019-07-30,1426.300049,1433.900024,1422.099976,1429.699951,1429.699951,224267
2019-07-31,1431.300049,1435.800049,1411.199951,1426.099976,1426.099976,73874
2019-08-01,1411.300049,1445.199951,1400.900024,1420.900024,1420.900024,3294
2019-08-02,1448.000000,1448.000000,1432.300049,1445.599976,1445.599976,2431
2019-08-04,null,null,null,null,null,null
2019-08-05,1440.400024,1469.699951,1440.400024,1464.599976,1464.599976,1873
2019-08-06,1469.699951,1475.000000,1457.699951,1472.400024,1472.400024,1008
2019-08-07,1473.500000,1509.900024,1473.199951,1507.300049,1507.300049,460
2019-08-08,1498.400024,1508.500000,1492.000000,1497.699951,1497.699951,824
2019-08-09,1506.199951,1507.500000,1495.599976,1496.599976,1496.599976,367
2019-08-11,null,null,null,null,null,null
2019-08-12,1496.000000,1514.900024,1488.099976,1505.300049,1505.300049,74
2019-08-13,1510.400024,1531.400024,1483.699951,1502.199951,1502.199951,257
2019-08-14,1500.000000,1520.500000,1497.000000,1515.900024,1515.900024,672
2019-08-15,1519.800049,1522.699951,1510.599976,1519.599976,1519.599976,328
2019-08-16,1524.599976,1524.599976,1504.699951,1512.500000,1512.500000,87
2019-08-18,null,null,null,null,null,null
2019-08-19,1507.199951,1507.599976,1492.900024,1500.400024,1500.400024,1815
2019-08-20,1497.500000,1506.099976,1497.500000,1504.599976,1504.599976,205
2019-08-21,1504.900024,1505.000000,1498.800049,1504.599976,1504.599976,486
2019-08-22,1495.099976,1497.300049,1493.800049,1497.300049,1497.300049,350
2019-08-23,1493.500000,1527.599976,1493.500000,1526.599976,1526.599976,686
2019-08-25,null,null,null,null,null,null
2019-08-26,1543.199951,1543.300049,1524.300049,1526.300049,1526.300049,983
2019-08-27,1530.500000,1542.099976,1528.500000,1541.000000,1541.000000,334
2019-08-28,1538.099976,1538.099976,1537.800049,1537.800049,1537.800049,166
2019-08-29,1537.500000,1549.300049,1519.599976,1526.500000,1526.500000,2756
2019-08-30,1524.599976,1530.400024,1516.699951,1519.099976,1519.099976,704
2019-09-01,null,null,null,null,null,null
2019-09-03,1522.900024,1547.300049,1521.000000,1545.900024,1545.900024,276
2019-09-04,1549.000000,1553.199951,1534.800049,1550.300049,1550.300049,139
2019-09-05,1551.000000,1551.099976,1511.099976,1515.400024,1515.400024,46
2019-09-06,1517.300049,1526.000000,1504.500000,1506.199951,1506.199951,125
2019-09-08,null,null,null,null,null,null
2019-09-09,1509.000000,1513.000000,1498.000000,1502.199951,1502.199951,54
2019-09-10,1498.500000,1498.500000,1486.900024,1490.300049,1490.300049,69
2019-09-11,1491.699951,1496.599976,1490.199951,1494.400024,1494.400024,23
2019-09-12,1499.500000,1515.400024,1498.699951,1498.699951,1498.699951,8
2019-09-13,1490.900024,1490.900024,1486.900024,1490.900024,1490.900024,27
2019-09-15,null,null,null,null,null,null
2019-09-16,1506.599976,1506.800049,1496.900024,1503.099976,1503.099976,1
2019-09-17,1497.900024,1505.099976,1497.900024,1505.099976,1505.099976,21
2019-09-18,1508.900024,1509.400024,1489.300049,1507.500000,1507.500000,3
2019-09-19,1496.099976,1502.400024,1496.099976,1498.400024,1498.400024,8
2019-09-20,1503.000000,1507.300049,1503.000000,1507.300049,1507.300049,10
2019-09-22,null,null,null,null,null,null
2019-09-23,1515.500000,1523.699951,1515.500000,1523.699951,1523.699951,2
2019-09-24,1515.099976,1533.000000,1515.099976,1532.099976,1532.099976,5
2019-09-25,1527.599976,1527.900024,1504.599976,1504.599976,1504.599976,25
2019-09-26,1507.500000,1507.500000,1507.500000,1507.500000,1507.500000,25
2019-09-27,1504.199951,1506.099976,1485.599976,1499.099976,1499.099976,8178
2019-09-29,null,null,null,null,null,null
2019-09-30,1495.900024,1495.900024,1463.500000,1465.699951,1465.699951,7827
2019-10-01,1468.699951,1485.500000,1458.300049,1482.000000,1482.000000,1078
2019-10-02,1476.599976,1503.699951,1474.099976,1501.000000,1501.000000,219
2019-10-03,1497.400024,1518.199951,1496.599976,1507.099976,1507.099976,205
2019-10-04,1505.599976,1508.699951,1497.099976,1506.199951,1506.199951,1213
2019-10-06,null,null,null,null,null,null
2019-10-07,1504.800049,1505.800049,1489.099976,1497.699951,1497.699951,233
2019-10-08,1489.400024,1506.300049,1489.300049,1497.199951,1497.199951,121
2019-10-09,1507.699951,1507.699951,1498.400024,1506.099976,1506.099976,46
2019-10-10,1511.199951,1511.199951,1490.599976,1494.800049,1494.800049,120
2019-10-11,1491.900024,1494.900024,1476.900024,1482.699951,1482.699951,78
2019-10-13,null,null,null,null,null,null
2019-10-14,1484.400024,1493.500000,1481.300049,1491.699951,1491.699951,57
2019-10-15,1488.900024,1495.400024,1476.599976,1477.599976,1477.599976,400
2019-10-16,1482.000000,1488.000000,1480.000000,1488.000000,1488.000000,367
2019-10-17,1486.199951,1493.199951,1485.800049,1492.300049,1492.300049,383
2019-10-18,1487.300049,1489.099976,1486.599976,1488.199951,1488.199951,271
2019-10-20,null,null,null,null,null,null
2019-10-21,1489.900024,1489.900024,1481.500000,1482.400024,1482.400024,82
2019-10-22,1483.400024,1483.500000,1481.699951,1481.699951,1481.699951,72
2019-10-23,1486.400024,1490.300049,1486.400024,1489.900024,1489.900024,99
2019-10-24,1490.500000,1501.199951,1485.900024,1498.900024,1498.900024,67
2019-10-25,1501.400024,1514.300049,1499.000000,1499.500000,1499.500000,115
2019-10-27,null,null,null,null,null,null
2019-10-28,1504.099976,1504.099976,1490.000000,1490.000000,1490.000000,93
2019-10-29,1485.900024,1487.000000,1485.900024,1487.000000,1487.000000,37
2019-10-30,1487.199951,1495.400024,1481.000000,1493.199951,1493.199951,425
2019-10-31,1496.099976,1513.099976,1496.099976,1511.400024,1511.400024,320
2019-11-01,1511.000000,1511.599976,1503.000000,1508.000000,1508.000000,210
2019-11-03,null,null,null,null,null,null
2019-11-04,1511.599976,1511.599976,1508.000000,1508.000000,1508.000000,235
2019-11-05,1507.099976,1507.099976,1480.800049,1480.800049,1480.800049,101
2019-11-06,1483.199951,1491.000000,1483.199951,1490.199951,1490.199951,31
2019-11-07,1489.099976,1489.099976,1464.199951,1464.199951,1464.199951,567
2019-11-08,1469.099976,1469.099976,1461.300049,1461.300049,1461.300049,581
2019-11-10,null,null,null,null,null,null
2019-11-11,1461.000000,1461.000000,1449.300049,1455.500000,1455.500000,21
2019-11-12,1454.900024,1454.900024,1447.099976,1452.099976,1452.099976,22
2019-11-13,1456.800049,1463.300049,1456.800049,1461.699951,1461.699951,6
2019-11-14,1463.800049,1471.800049,1463.699951,1471.800049,1471.800049,56
2019-11-15,1469.099976,1469.099976,1467.300049,1467.300049,1467.300049,83
2019-11-17,null,null,null,null,null,null
2019-11-18,1472.000000,1472.000000,1469.699951,1470.900024,1470.900024,13
2019-11-19,1467.699951,1474.300049,1467.699951,1473.300049,1473.300049,141
2019-11-20,1472.599976,1474.500000,1467.300049,1473.300049,1473.300049,18
2019-11-21,1463.099976,1463.099976,1463.099976,1463.099976,1463.099976,31
2019-11-22,1468.599976,1468.599976,1463.099976,1463.099976,1463.099976,16
2019-11-24,null,null,null,null,null,null
2019-11-25,1457.099976,1457.099976,1455.500000,1456.599976,1456.599976,19
2019-11-26,1459.800049,1459.800049,1459.800049,1459.800049,1459.800049,14
2019-11-27,1461.099976,1461.900024,1452.000000,1453.400024,1453.400024,346362
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,1462.800049,1464.400024,1453.300049,1462.300049,1462.300049,7020
2019-12-03,1461.599976,1480.400024,1459.500000,1478.199951,1478.199951,2172
2019-12-04,1477.500000,1483.400024,1471.199951,1474.000000,1474.000000,1460
2019-12-05,1474.699951,1478.000000,1472.300049,1476.900024,1476.900024,613
2019-12-06,1475.000000,1476.000000,1458.199951,1459.099976,1459.099976,907
2019-12-08,null,null,null,null,null,null
2019-12-09,1458.800049,1464.199951,1458.599976,1459.300049,1459.300049,899
2019-12-10,1460.699951,1467.199951,1460.699951,1462.599976,1462.599976,1461
2019-12-11,1463.099976,1475.400024,1463.099976,1469.400024,1469.400024,367
2019-12-12,1475.099976,1483.900024,1463.699951,1466.699951,1466.699951,393
2019-12-13,1463.099976,1475.900024,1463.099976,1475.599976,1475.599976,955
2019-12-15,null,null,null,null,null,null
2019-12-16,1473.800049,1475.300049,1473.800049,1475.000000,1475.000000,468
2019-12-17,1474.099976,1476.900024,1474.000000,1474.599976,1474.599976,99
2019-12-18,1472.599976,1472.599976,1472.599976,1472.599976,1472.599976,410
2019-12-19,1475.900024,1478.900024,1473.300049,1478.199951,1478.199951,250
2019-12-20,1476.699951,1478.099976,1474.699951,1474.699951,1474.699951,319
2019-12-22,null,null,null,null,null,null
2019-12-23,1482.300049,1482.500000,1479.900024,1482.500000,1482.500000,118
2019-12-24,null,null,null,null,null,null
2019-12-26,1505.199951,1512.300049,1505.000000,1509.300049,1509.300049,52
2019-12-27,1513.800049,1513.800049,1513.800049,1513.800049,1513.800049,126
2019-12-29,null,null,null,null,null,null
2019-12-30,1512.599976,1515.099976,1510.000000,1514.500000,1514.500000,839
2019-12-31,1513.800049,1523.400024,1513.800049,1519.500000,1519.500000,446
2020-01-02,1518.099976,1528.699951,1518.000000,1524.500000,1524.500000,301
2020-01-03,1530.099976,1552.699951,1530.099976,1549.199951,1549.199951,214
2020-01-05,1562.699951,1590.900024,1562.300049,1571.300049,1571.300049,1601769
2020-01-06,1580.000000,1580.000000,1560.400024,1566.199951,1566.199951,107
2020-01-07,1558.300049,1576.300049,1558.300049,1571.800049,1571.800049,416
2020-01-08,1579.699951,1604.199951,1552.300049,1557.400024,1557.400024,47
2020-01-09,1555.699951,1555.699951,1543.300049,1551.699951,1551.699951,236
2020-01-10,1551.199951,1558.800049,1545.400024,1557.500000,1557.500000,54
2020-01-12,1563.000000,1563.099976,1558.900024,1559.900024,1559.900024,207196
2020-01-13,1557.400024,1558.000000,1548.400024,1548.400024,1548.400024,16
2020-01-14,1546.699951,1546.699951,1534.900024,1542.400024,1542.400024,48
2020-01-15,1548.000000,1553.900024,1545.599976,1552.099976,1552.099976,32
2020-01-16,1555.699951,1556.099976,1548.500000,1549.000000,1549.000000,11
2020-01-17,1554.099976,1558.800049,1553.599976,1558.800049,1558.800049,98
2020-01-19,1557.300049,1559.099976,1555.900024,1557.300049,1557.300049,97444
2020-01-21,1559.300049,1566.199951,1551.000000,1556.400024,1556.400024,108
2020-01-22,1549.800049,1557.099976,1549.800049,1555.300049,1555.300049,45
2020-01-23,1553.099976,1564.599976,1552.199951,1564.599976,1564.599976,42
2020-01-24,1556.300049,1571.099976,1556.300049,1571.099976,1571.099976,15
2020-01-26,1580.500000,1588.400024,1578.699951,1582.300049,1582.300049,858573
2020-01-27,1584.300049,1584.500000,1576.800049,1576.800049,1576.800049,43
2020-01-28,1576.400024,1576.400024,1569.199951,1569.199951,1569.199951,22
2020-01-29,1569.800049,1569.800049,1569.800049,1569.800049,1569.800049,3
2020-01-30,1576.800049,1585.000000,1571.400024,1583.500000,1583.500000,251274
2020-01-31,1573.400024,1589.000000,1570.000000,1582.900024,1582.900024,62336
2020-02-02,1597.800049,1598.500000,1588.599976,1593.500000,1593.500000,372385
2020-02-03,1592.900024,1593.300049,1568.199951,1577.199951,1577.199951,1095
2020-02-04,1577.699951,1577.699951,1547.800049,1550.400024,1550.400024,1062
2020-02-05,1553.199951,1560.699951,1547.699951,1557.800049,1557.800049,978
2020-02-06,1553.599976,1565.599976,1551.599976,1565.099976,1565.099976,1305
2020-02-07,1564.900024,1571.900024,1560.500000,1568.599976,1568.599976,110
2020-02-09,1575.800049,1580.199951,1569.300049,1577.300049,1577.300049,204217
2020-02-10,1569.300049,1574.699951,1568.599976,1574.699951,1574.699951,431
2020-02-11,1570.900024,1571.099976,1561.900024,1565.599976,1565.599976,128
2020-02-12,1565.199951,1568.699951,1561.000000,1567.400024,1567.400024,440
2020-02-13,1570.199951,1575.099976,1570.199951,1575.099976,1575.099976,36
2020-02-14,1575.800049,1582.699951,1574.800049,1582.699951,1582.699951,74
2020-02-16,1585.099976,1586.000000,1583.300049,1585.800049,1585.800049,161382
2020-02-18,1579.800049,1604.300049,1579.800049,1600.000000,1600.000000,68
2020-02-19,1600.599976,1610.500000,1599.699951,1607.500000,1607.500000,310
2020-02-20,1606.500000,1621.000000,1603.000000,1616.599976,1616.599976,542
2020-02-21,1619.300049,1645.000000,1619.300049,1644.599976,1644.599976,117
2020-02-23,1656.000000,1684.099976,1654.599976,1667.500000,1667.500000,1646902
2020-02-24,1657.000000,1686.599976,1650.000000,1672.400024,1672.400024,186
2020-02-25,1645.099976,1653.699951,1632.300049,1646.900024,1646.900024,435
2020-02-26,1644.000000,1648.099976,1636.400024,1640.000000,1640.000000,409
2020-02-27,1643.000000,1662.500000,1636.699951,1643.099976,1643.099976,560547
2020-02-28,1646.099976,1651.000000,1564.000000,1642.500000,1642.500000,713044
2020-03-01,0.000000,0.000000,0.000000,1564.099976,1564.099976,0
2020-03-02,1592.800049,1612.099976,1576.300049,1566.699951,1566.699951,427903
2020-03-03,1586.000000,1650.500000,1585.900024,1594.800049,1594.800049,446398
2020-03-04,1640.099976,1654.300049,1632.599976,1644.400024,1644.400024,297251
2020-03-05,1638.199951,1675.500000,1635.599976,1643.000000,1643.000000,333945
2020-03-06,1673.099976,1692.800049,1642.400024,1668.000000,1668.000000,619051
2020-03-08,0.000000,0.000000,0.000000,1670.800049,1670.800049,0
2020-03-09,1692.599976,1704.300049,1658.000000,1672.400024,1672.400024,467110
2020-03-10,1679.599976,1681.300049,1641.099976,1675.699951,1675.699951,357858
2020-03-11,1649.300049,1671.800049,1632.400024,1660.300049,1660.300049,373462
2020-03-12,1633.099976,1651.000000,1560.400024,1642.300049,1642.300049,553457
2020-03-13,1582.699951,1597.900024,1504.000000,1590.300049,1590.300049,524471
2020-03-15,0.000000,0.000000,0.000000,1515.699951,1515.699951,0
2020-03-16,1563.800049,1574.800049,1450.900024,1516.699951,1516.699951,535860
2020-03-17,1512.800049,1554.300049,1465.599976,1486.500000,1486.500000,415321
2020-03-18,1527.599976,1547.000000,1473.300049,1525.800049,1525.800049,412332
2020-03-19,1487.199951,1502.800049,1460.099976,1477.900024,1477.900024,306016
2020-03-20,1471.599976,1519.400024,1457.500000,1479.300049,1479.300049,253577
2020-03-22,1505.000000,1510.699951,1484.599976,1495.599976,1495.599976,1415965
2020-03-23,1496.199951,1576.000000,1488.199951,1575.699951,1575.699951,170446437
2020-03-24,1590.900024,1698.000000,1578.800049,1696.099976,1696.099976,230724452
2020-03-25,1671.699951,1679.000000,1615.199951,1638.099976,1638.099976,135796364
2020-03-26,1628.900024,1672.400024,1611.000000,1636.599976,1636.599976,101608789
2020-03-27,1639.699951,1647.199951,1611.400024,1630.599976,1630.599976,50347295
2020-03-29,1641.199951,1673.599976,1634.400024,1664.199951,1664.199951,668394
2020-03-30,1645.500000,1651.599976,1607.199951,1637.199951,1637.199951,79971500
2020-03-31,1637.199951,1641.599976,1570.000000,1592.400024,1592.400024,79259106
2020-04-01,1596.800049,1612.400024,1571.500000,1605.199951,1605.199951,85905097
2020-04-02,1598.699951,1645.599976,1586.000000,1637.699951,1637.699951,81969792
2020-04-03,1634.800049,1652.800049,1619.800049,1648.800049,1648.800049,65942638
2020-04-05,null,null,null,null,null,null
2020-04-06,1641.900024,1742.599976,1626.500000,1730.699951,1730.699951,89924751
2020-04-07,1707.099976,1742.599976,1672.000000,1693.900024,1693.900024,194263
2020-04-08,1683.099976,1695.800049,1662.500000,1680.699951,1680.699951,66999389
2020-04-09,1684.300049,1754.500000,1682.400024,1740.599976,1740.599976,90794733
2020-04-12,1742.300049,1747.699951,1731.800049,1738.199951,1738.199951,576785
2020-04-13,1730.300049,1772.800049,1730.099976,1769.400024,1769.400024,82922552
2020-04-14,1780.599976,1788.800049,1736.000000,1751.300049,1751.300049,119041708
2020-04-15,1754.400024,1758.500000,1724.000000,1743.300049,1743.300049,99885419
2020-04-16,1743.099976,1768.000000,1715.000000,1730.099976,1730.099976,99128838
2020-04-17,1720.300049,1723.300049,1686.500000,1694.500000,1694.500000,125232803
2020-04-19,1693.099976,1694.800049,1686.199951,1690.199951,1690.199951,380197
2020-04-20,1696.500000,1718.400024,1680.000000,1707.699951,1707.699951,99271986
2020-04-21,1705.400024,1718.000000,1659.900024,1706.000000,1706.000000,126145255
2020-04-22,1703.099976,1742.400024,1695.400024,1687.800049,1687.800049,187864
2020-04-23,1737.599976,1764.199951,1735.500000,1747.599976,1747.599976,100270320
2020-04-24,1746.000000,1760.199951,1725.400024,1745.699951,1745.699951,89027416
2020-04-26,1740.199951,1743.300049,1737.099976,1741.400024,1741.400024,269034
2020-04-27,1742.300049,1745.800049,1717.000000,1720.300049,1720.300049,80903668
2020-04-28,1713.000000,1731.900024,1704.099976,1721.000000,1721.000000,96211082
2020-04-29,1724.800049,1733.500000,1708.199951,1722.199951,1722.199951,156725
2020-04-30,1729.500000,1737.000000,1687.500000,1695.400024,1695.400024,110088974
2020-05-01,1693.699951,1714.400024,1676.000000,1710.199951,1710.199951,86315473
